"ReferenceID","LegalName","ReportingYear","FilingType","FilingStatus","MarketType","ProductName","ProposedRateIncrease","FinalRateIncrease","MemberAffected","DateEffective"
"KHPI-132466617","Kaiser Foundation Health Plan, Inc.",2020,"Rate Filing","Completed","Individual","KFHP Non-Grandfathered Individual HMO Plan Rates, January 2021","0.9","0.9","658,475","01/01/2021"
"KHPI-132466681","Kaiser Foundation Health Plan, Inc.",2020,"Rate Filing","Completed","Small Group","KFHP Non-Grandfathered Small Group HMO Plan Rates, January 2021","3.2","3.2","691,384","01/01/2021"
"WNHA-132468252","Western Health Advantage",2020,"Rate Filing","Completed","Small Group","Small Group Q1 2021","-4","-4","29,286","01/01/2021"
"MLSD-132464925","County of Ventura",2020,"Rate Filing","Completed","Small Group","Ventura County Small Group Off-Exchange","4.26","4.26","492","01/01/2021"
"WNHA-132467799","Western Health Advantage",2020,"Rate Filing","Completed","Individual","Individual Q1 2021","-2.85","-2.85","11,917","01/01/2021"
"MLSD-132466078","Community Care Health Plan, Inc.",2020,"Rate Filing","Completed","Small Group","Community Care Health Plan Small Group Off-Exchange","4","4","83","01/01/2021"
"CCHP-132466859","Chinese Community Health Plan",2020,"Rate Filing","Completed","Individual","CCHP 2021 Rate Filings for Individual & Family Plans","-1.1","-1.1","16,481","01/01/2021"
"CCHP-132468498","Chinese Community Health Plan",2020,"Rate Filing","Completed","Small Group"," CCHP 2021 Rate Filings for Small Group ","-3.8","-3.8","1,775","01/01/2021"
"SCCO-132467661","Santa Clara County",2020,"Rate Filing","Completed","Individual","California Health Benefit Exchange Individual Plan","8.77","8.77","24,226","01/01/2021"
"BCCA-132467962","California Physicians' Service",2020,"Rate Filing","Completed","Individual","IFP NGF Rate Filing 2021","-2.4","-2.4","714,484 ","01/01/2021"
"MHCA-132466615","Molina Healthcare of California",2020,"Rate Filing","Completed","Individual","Molina Marketplace 2021","-3.9","-3.9","46,260","01/01/2021"
"LACH-132454244","Local Initiative Health Authority for Los Angeles County",2020,"Rate Filing","Completed","Individual","L.A. Care Covered","-4.6","-4.6","74,800","01/01/2021"
"SUTT-132466738","Sutter Health Plan",2020,"Rate Filing","Completed","Individual","IFP_2021","3.5","3.5","3,738","01/01/2021"
"AWLP-132462047","Blue Cross of California",2020,"Rate Filing","Completed","Individual","DMHC Individual On and Off Exchange","5.9","5.9","102,406","01/01/2021"
"BCCA-132460448","California Physicians' Service",2020,"Rate Filing","Completed","Small Group","Small Group Plans, Q1, 2021","-0.3","-0.3","143,425","01/01/2021"
"MEHP-132464164","Medi-Excel, S.A. de C.V.",2020,"Rate Filing","Completed","Small Group","MediExcel Health Plan","1.47","1.47","6,891","01/01/2021"
"AWLP-132464117","Blue Cross of California",2020,"Rate Filing","Completed","Small Group","DMHC Small Group Off Exchange 1Q21","-0.2","-0.2","114,970","01/01/2021"
"UHLC-132453152","UnitedHealthcare Benefits Plan of California",2020,"Rate Filing","Completed","Small Group","UHG CA INS 202101 UHCBP","2.8","2.8","113,283","01/01/2021"
"HNLH-132466199","Health Net of California, Inc.",2020,"Rate Filing","Completed","Small Group","2021 Q1 Rates Small Group ACA Compliant (NG) Plans","0","0","67,429","01/01/2021"
"HNLH-132466047","Health Net of California, Inc.",2020,"Rate Filing","Completed","Individual","2021 IEX-IFP Market Premium Rates","2.8","2.8","205,779","01/01/2021"
"UHLC-132464132","UHC of California",2020,"Rate Filing","Completed","Small Group","UHG CA HMO 202101","0.5","0.5","71,338","01/01/2021"
"OHIN-132368068","Oscar Health Plan of California",2020,"Rate Filing","Completed","Individual","Oscar 2021 Individual Rates","6.7","6.7","101,019","01/01/2021"
"OHIN-132466135","Oscar Health Plan of California",2020,"Rate Filing","Completed","Small Group","Oscar CASG 1Q2021 Rates","3.7","3.7","1,020","01/01/2021"
"SUTT-132466728","Sutter Health Plan",2020,"Rate Filing","Completed","Small Group","SG_2021","3.53","3.53","33,885","01/01/2021"
"BCCA-132515663","California Physicians' Service",2020,"Rate Filing","Completed","Large Group","Large Group Plans","","","","01/01/2021"
"MLSD-132514039","Community Care Health Plan, Inc.",2020,"Rate Filing","Completed","Large Group","Community Care Health Plan - Large Group Methodology Annual Filing","","","","01/01/2021"
"AWLP-132512690","Blue Cross of California",2020,"Rate Filing","Completed","Large Group","DMHC Large Group Methodology Annual Filing for 2021 Renewal, Experience Rated","","","","01/01/2021"
"AWLP-132512691","Blue Cross of California",2020,"Rate Filing","Completed","Large Group","DMHC Large Group Methodology Annual Filing for 2021 Renewal, Manually Rated","","","","01/01/2021"
"KHPI-132515492","Kaiser Foundation Health Plan, Inc.",2020,"Rate Filing","Completed","Large Group","Large Group Methodology Annual Filing-Community","","","","01/01/2021"
"KHPI-132515536","Kaiser Foundation Health Plan, Inc.",2020,"Rate Filing","Completed","Large Group","Large Group Methodology Annual Filing-Blended or 100% Experience","","","","01/01/2021"
"CCOH-132517872","Contra Costa County Medical Services",2020,"Rate Filing","Completed","Large Group","AB 731 large group","","","","01/01/2021"
"CCGP-132517352","Cigna HealthCare of California, Inc.",2020,"Rate Filing","Completed","Large Group","HMO ","","","","01/01/2021"
"AAJP-132517076","Alameda Alliance For Health",2020,"Rate Filing","Completed","Large Group","Alameda Alliance JPA AB731 Filing for 2020","","","","01/01/2021"
"HNLH-132515254","Health Net of California, Inc.",2020,"Rate Filing","Completed","Large Group","Large Group HMO Product","","","","01/01/2021"
"AETN-132512599","Aetna Health of California Inc.",2020,"Rate Filing","Completed","Large Group","2020-09 AB731 Manual Rating Filing - DMHC","","","","01/01/2021"
"AETN-132515815","Aetna Health of California Inc.",2020,"Rate Filing","Completed","Large Group","2020-09 AB731 Experience Rating Filing - DMHC","","","","01/01/2021"
"SFHP-132515997","San Francisco Community Health Authority",2020,"Rate Filing","Completed","Large Group","Healthy Workers","","","","01/01/2021"
"SCRP-132517921","Scripps Health Plan Services, Inc.",2020,"Rate Filing","Completed","Large Group","Scripps Health Plan","","","","01/01/2021"
"LACH-132517925","Local Initiative Health Authority for Los Angeles County",2020,"Rate Filing","Completed","Large Group","PASC-SEIU Home Care Workers Health Care Plan for In-Home Support Service Workers","","","","01/01/2021"
"SCCO-132508417","Santa Clara County",2020,"Rate Filing","Completed","Large Group","Large Group - HMO","","","","01/01/2021"
"UHLC-132511756","UHC of California",2020,"Rate Filing","Completed","Large Group","UHG CA HMO LG 202101 EXPERIENCE RATED","","","","01/01/2021"
"UHLC-132517902","UHC of California",2020,"Rate Filing","Completed","Large Group","UHG CA HMO LG 202101 COMMUNITY RATED","","","","01/01/2021"
"SUTT-132515970","Sutter Health Plan",2020,"Rate Filing","Completed","Large Group","LG_Initial_Rate_Filing","","","","01/01/2021"
"UHLC-132512427","UnitedHealthcare Benefits Plan of California",2020,"Rate Filing","Completed","Large Group","UHG CA INS LG 202101 UHCBP Community Rated","","","","01/01/2021"
"UHLC-132512353","UnitedHealthcare Benefits Plan of California",2020,"Rate Filing","Completed","Large Group","UHG CA INS LG 202101 UHCBP Experience Rated","","","","01/01/2021"
"SHHP-132514819","Sharp Health Plan",2020,"Rate Filing","Completed","Large Group","2021 LG Rates AB 731","","","","01/01/2021"
"WNHA-132513352","Western Health Advantage",2020,"Rate Filing","Completed","Large Group","Large Group Methodology Filing Change","","","","01/01/2021"
"MLSD-132497122","County of Ventura",2020,"Rate Filing","Completed","Large Group","VCHCP - Large Group Methodology Annual Filing","","","","01/01/2021"
"CCHP-132520836","Chinese Community Health Plan",2020,"Rate Filing","Completed","Large Group","CCHP 2021 Rate Filing for Large Group","","","","01/01/2021"
"KHPI-132513752","Kaiser Foundation Health Plan, Inc.",2020,"Rate Filing","Completed","Small Group","KFHP Grandfathered Small Group HMO Rates Jan 2021","4","4","165,633","01/01/2021"
"KHPI-132513747","Kaiser Foundation Health Plan, Inc.",2020,"Rate Filing","Completed","Individual","KFHP Grandfathered Individual Plan HMO Rates Jan 2021","4","4","47,129","01/01/2021"
"SCCO-132515396","Santa Clara County",2020,"Rate Filing","Completed","Small Group","Small Group Rate Filing","0","0","18","01/01/2021"
"HPSM-132551128","San Mateo Health Commission",2020,"Rate Filing","Completed","Large Group","HealthWorx","","","","01/01/2021"
"SSHP-132562247","MemorialCare Select Health Plan",2020,"Rate Filing","Completed","Large Group","HMO SELECT","","","","01/01/2021"
"CCHP-132552068","Chinese Community Health Plan",2020,"Annual/Aggregate Filing","Completed","Large Group","CCHP 2020 Aggregate Rate Filing for Large Group","N/A","6.2","2265","2020"
"MLSD-132552773","Community Care Health Plan, Inc.",2020,"Annual/Aggregate Filing","Completed","Large Group","Community Care Health Plan - Aggregate Rate and Prescription Drug Cost Data for Large Group Market","N/A","2.5","11230","2020"
"AWLP-132551159","Blue Cross of California",2020,"Annual/Aggregate Filing","Completed","Large Group","DMHC Large Group Annual Aggregate Rate Data for 2020 Renewal","N/A","4.5","1082720","2020"
"KHPI-132549370","Kaiser Foundation Health Plan, Inc.",2020,"Annual/Aggregate Filing","Completed","Large Group","2020 KFHP California Large Group Annual Aggregate Rate Data Report","N/A","3.7","5257666","2020"
"SCCO-132546695","Santa Clara County",2020,"Annual/Aggregate Filing","Completed","Large Group","VHP Commercial Large Group","N/A","2.9","23663","2020"
"CCGH-132525333","Cigna HealthCare of California, Inc.",2020,"Annual/Aggregate Filing","Completed","Large Group","Large Group Annual Aggregate Rate Data Report - DMHC","N/A","3.9","104553","2020"
"SUTT-132552936","Sutter Health Plan",2020,"Annual/Aggregate Filing","Completed","Large Group","LG_2020","N/A","3.15","N/A","2020"
"WNHA-132545717","Western Health Advantage",2020,"Annual/Aggregate Filing","Completed","Large Group","Large Group Aggregate Rate","N/A","4.81","65852","2020"
"HNLH-132548786","Health Net of California, Inc.",2020,"Annual/Aggregate Filing","Completed","Large Group","Large Group HMO & POS Commercial Product","N/A","4.0","291017","2020"
"AAJP-132551134","Alameda Alliance For Health",2020,"Annual/Aggregate Filing","Completed","Large Group","Alameda Alliance for Health Joint Powers Authority","N/A","0","6437","2020"
"SHHP-132550909","Sharp Health Plan",2020,"Annual/Aggregate Filing","Completed","Large Group","2020 Large Groups","N/A","0.9","65689","2020"
"AETN-132551153","Aetna Health of California Inc.",2020,"Annual/Aggregate Filing","Completed","Large Group","202010 SB 546 and SB 17 Filings - DMHC","N/A","6.3","135236","2020"
"HPSM-132523656","San Mateo Health Commission",2020,"Annual/Aggregate Filing","Completed","Large Group","HealthWorx","N/A","30","1139","2020"
"MLSD-132552931","County of Ventura",2020,"Annual/Aggregate Filing","Completed","Large Group","VCHCP - Aggregate Rate and Prescription Drug Cost Data for Large Group Market","N/A","6.0","12,080","2020"
"SFHP-132546764","San Francisco Community Health Authority",2020,"Annual/Aggregate Filing","Completed","Large Group","Healthy Workers - HMO","N/A","0","12477","2020"
"SCRP-132553428","Scripps Health Plan Services, Inc.",2020,"Annual/Aggregate Filing","Completed","Large Group","Scripps Health Plan HMO","N/A","2.86","14696","2020"
"LACH-132547438","Local Initiative Health Authority for Los Angeles County",2020,"Annual/Aggregate Filing","Completed","Large Group","PASC SEIU Homecare Workers Health Care Plan for In-Home Support Service Workers","N/A","0","51143","2020"
"CCOH-132560960","Contra Costa County Medical Services",2020,"Annual/Aggregate Filing","Completed","Large Group","Large Group","N/A","9.8","8033","2020"
"UHLC-132552423","UHC of California",2020,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","10.3","224266","2020"
"UHLC-132550994","UHC of California",2020,"Annual/Aggregate Filing","Completed","Large Group","SB 546 - Large Group Annual Aggregate Rate Data Report","N/A","5.8","210882","2020"
"SSHP-132549838","MemorialCare Select Health Plan",2020,"Annual/Aggregate Filing","Completed","Large Group","HMO","N/A","0","444","2020"
"BCCA-132549366","California Physicians' Service",2020,"Annual/Aggregate Filing","Completed","Large Group","Large Group Plans","N/A","6.1","540920","2020"
"20203619","Santa Cruz-Monterey-Merced-San Benito-Mariposa Managed Medical Care Commission",2020,"Annual/Aggregate Filing","Completed","Large Group","SB 546/SB 17 Large Group Annual Aggregate Rate Data Report","N/A","27.20","619","2020"
"20203267","Santa Cruz-Monterey-Merced-San Benito-Mariposa Managed Medical Care Commission",2020,"Rate Filing","Completed","Large Group","SB 546/SB 17 Large Group Annual Aggregate Rate Data Report","","","","01/01/2021"
"SCCO-132607596","Santa Clara County",2020,"Rate Filing","Completed","Large Group","Large Group - HMO","","","","01/01/2021"
"SUTT-132564330","Sutter Health Plan",2020,"Rate Filing","Completed","Large Group","LG_Initial_Rate_Filing_Community","","","","01/01/2021"
"CCHP-132582842","Chinese Community Health Plan",2020,"Rate Filing","Completed","Large Group","100% Community Rating Methodology","","","","01/01/2021"
"HNLH-132586698","Health Net of California, Inc.",2020,"Rate Filing","Completed","Large Group","Large Group HMO Product-Community Rated","","","","01/01/2021"
"BCCA-132582012","California Physicians' Service",2020,"Rate Filing","Completed","Large Group","Large Group Plans","","","","01/01/2021"
"CCGP-132606611","Cigna HealthCare of California, Inc.",2020,"Rate Filing","Completed","Large Group","HMO ","","","","01/01/2021"
"MLSD-132562229","Community Care Health Plan, Inc.",2020,"Rate Filing","Completed","Large Group","Community Care Health Plan - Large Group Methodology Annual Filing","","","","01/01/2021"
"SHHP-132561983","Sharp Health Plan",2020,"Rate Filing","Completed","Large Group","2021 LG Rates AB 731 - Community","","","","01/01/2021"
"AETN-132616843","Aetna Health of California Inc.",2020,"Rate Filing","Completed","Small Group","CA SG 2Q21 AHI","0.4","0.4","19,766","04/01/2021"
"BCCA-132607481","California Physicians' Service",2020,"Rate Filing","Completed","Small Group","Small Group Plans, Q2, 2021","0.7","0.7","62,371","04/01/2021"
"HNLH-132623721","Health Net of California, Inc.",2020,"Rate Filing","Completed","Small Group","2021 Q2 Rates Small Group ACA Compliant (NG) Plans","-1.8","-1.8","80,684","04/01/2021"
"SHHP-132611873","Sharp Health Plan",2020,"Rate Filing","Completed","Small Group","Q22021 SG NGF Rates","5.10","5.1","27,128","04/01/2021"
"UHLC-132620650","UnitedHealthcare Benefits Plan of California",2020,"Rate Filing","Completed","Small Group","UHG CA INS 202104 UHCBP","1.6","1.6","115,630","04/01/2021"
"UHLC-132607739","UHC of California",2020,"Rate Filing","Completed","Small Group","UHG CA HMO 202104","0.4","0.4","69,001","04/01/2021"
"WNHA-132627037","Western Health Advantage",2020,"Rate Filing","Completed","Small Group","Small Group Q2 2021","-4.00","-4.00","29,286","04/01/2021"
"BCCA-131811560","California Physicians' Service",2019,"Annual/Aggregate Filing","Completed","Individual","Annual Aggregate Rate Data Report, 2018","N/A","N/A","N/A","2018"
"HNLH-131784613","Health Net of California, Inc.",2019,"Annual/Aggregate Filing","Completed","Small Group","Individual/Family and Small Group","N/A","N/A","N/A","2018"
"CCHP-131821569","Chinese Community Health Plan",2019,"Annual/Aggregate Filing","Completed","Individual","CCHP 2019 Aggregate Rate Filings for Individual & Family Plans ","N/A","N/A","N/A","2018"
"CCHP-131821655","Chinese Community Health Plan",2019,"Annual/Aggregate Filing","Completed","Small Group","CCHP 2019 Aggregate Rate Filings for Small Group Plans ","N/A","N/A","N/A","2018"
"MEHP-131836828","Medi-Excel, S.A. de C.V.",2019,"Annual/Aggregate Filing","Completed","Small Group","MediExcel Health Plan","N/A","N/A","N/A","2018"
"MHCA-131820630","Molina Healthcare of California",2019,"Annual/Aggregate Filing","Completed","Individual","Molina Marketplace 2018","N/A","N/A","N/A","2018"
